,0,1,2,3,Copy of Plant Communities Data Entry 2017 Thursday AM.xlsx_1_noprac,"Olivia King, Sandy Lu & Julia Trevorah","Laura Solly, Esther Cowen, …","Sonia Metz. Sarah Willington, Ruashaan Seychell, Theodore ","Andrew Penman, Julie Kisslinger, Adela Jarmasz, Tahlia Downie","Aiden, Ryan, Tim, James","Emma Dragh, Maddie Brown, Max Dewez, Adeline Chew ","Prarthana Kanagaratnam, Jocelyn Claire Fisher, Jamie Stackpole, Humza Sheikh","Jianing Jiang, Brendan Hook, Xiaoqi Li, Ming Fen Eileen Lee","Brigit, Enya, Michael, ?","James Tapa, Maxwell Pearse, Rizan Faiz, Praveena Jayasundera","Jonathan Goh Tze Khin, Jolene Lim Jia Le, Nguyen Thu Trang","Dion Roufos, Qixuan Liu, Wing Yan Grace Mui, Zhongyi Ye",Plant Communities Data Entry 2017 final.xlsx_14_noprac,"kyle Wood Nancy Hwanhee Yoo, Tom Brooks, Ambrose Brear and other","Kate, Lydia, Kate and Zoe",Jessica Laura; Suyuan(Kelly) Wang; Mel Jane; Yian(Ping) Ouyang,"Billy Janssen, Ricky Chen","nadia, arlea, sabrina, another person ","Tom Anderson, Tom Stevenson, Lori Sandeman and Pat McCarthy",Kylle Quinn; Srithti Gautam; Tianyi Sun; Zuorui Liu,Plant Communities Data Entry 2017(1) (13).xlsx_22_noprac,"Yang Yee Lai, Jianliang Ye, Wang Chit Wong",Plant Communities Data Entry 2017(1) (15).xlsx_24_noprac,"Monika Blankenburgs, Gracie Doherty, Lily Allen, Esther Cowen, Laura Solly","Rebecca Vincent, Esther Wong, Carol Han, Lydia Chan","Kent Bennett, Ben Ferraro, Tabitha Ow, Daniel Francis","Bao Ngoc Duong, Yanting Zhang, Noran Nur Munira Khalili","Amy Huynh, Christina Karagiorgis, Joel Lowenthal, Anika Vroom","Laura, Aya Allahham, two others","Isaac Langford, Nadia Satrio, Pema Tshering, Shanice Lee, Sinead Broere, Xi Ru Teo. ","Jack Lucas, Daniel Rees, Joe Hwang, Ofelia Cheung, Iskandar John Smurthwaite ","Syarafina, Alistair, Michelle, ?","Oshini, Coco, Tahli","Jinglan Wang, Lief Chan, Tara Pedersen, Synn Chyau Pan","Diana Qi, Jingyi Zhang, Hanghao Du, Pufan Zheng","Phoebe McIntosh, Caitie Sampson, Atshaya Jayadev, Sally Bolt","Teja Binti-Solah, James Benson, Darcy Bennett, Ethan Bernadini, Hamish Bignell, India Ambler, Kayley Alesia Beer, Reem Allahham","Leanne, Lily, Abbey, Eliza","Natasha, Merve, George, Rumi, Cindy (?)","Chethana Siriwardana, Kelley Leech, Jasper (Last Name?), Wey Yao Wong","Nathan G, Nathan W + two others ","Dale, Stéphane and Joiee","Chai Somkiat, Max Collett, Annabelle Erksine, Ned Parnham","Monica Ly, Jack Tovey and Jeremy Bush",sum
10,POACEAE,*Hordeum leporinum,,Barley grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,POACEAE,*Lolium perenne,,Perennial rye grass,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,14.333333333333334,2.3333333333333335,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.166666666666664
12,POACEAE,*Paspalum dilatatum,,Paspalum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665
13,POACEAE,*Pennisetum clandestinum,,Kikuyu grass,61.666666666666664,30.0,20.166666666666668,42.0,21.333333333333332,7.0,26.666666666666668,0.0,2.1666666666666665,10.333333333333334,22.0,16.656666666666666,19.0,4.333333333333333,13.0,15.0,15.0,24.333333333333332,0.16666666666666666,45.0,38.333333333333336,35.0,36.666666666666664,0.0,20.166666666666668,19.166666666666668,29.166666666666668,26.666666666666668,10.666666666666666,23.366666666666664,45.0,0.0,32.666666666666664,5.0,8.333333333333334,3.3333333333333335,0.0,21.666666666666668,38.333333333333336,29.333333333333332,0.4166666666666667,15.0,26.666666666666668,36.666666666666664,23.333333333333332,920.7733333333332
14,POACEAE,*Poa annua,,Annual Poa,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665
15,POACEAE,*Sporobolus elongatus,,Slender rat’s tail grass,0.0,0.0,0.0,0.0,0.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,11.999999999999998
16,POACEAE,*Vulpia sp.,,Squirrel tail fescue,12.333333333333334,31.333333333333332,0.0,10.0,2.3333333333333335,4.0,6.0,15.0,3.6666666666666665,9.333333333333334,18.166666666666668,0.0,1.6666666666666667,9.333333333333334,13.666666666666666,24.0,0.0,0.0,0.3333333333333333,3.3333333333333335,53.333333333333336,8.666666666666666,16.666666666666668,0.0,16.666666666666668,0.0,21.666666666666668,30.0,0.0,19.333333333333332,0.0,0.21666666666666667,21.0,27.333333333333332,9.0,3.6666666666666665,0.0,28.333333333333332,0.0,5.17,23.333333333333332,27.0,0.0,0.0,0.0,475.88666666666666
17,POACEAE,Agrostis sp.,,Bentgrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,POACEAE,Austrodanthonia sp.,,Wallaby grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.26666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,2.3333333333333335,9.0,0.0,25.0,0.0,0.0,0.0,48.6
19,POACEAE,Austrostipa sp.,,Spear grass,0.0,0.0,0.0,0.0,0.0,1.0,2.6666666666666665,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,6.666666666666667,0.0,0.0,5.333333333333333,4.5,0.0,5.0,10.0,12.333333333333334,3.3333333333333335,1.8333333333333333,0.0,0.0,0.0,0.0,65.06666666666666
20,POACEAE,Chloris truncata,,Windmill grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
21,POACEAE,Microleana stipoides,,Weeping grass,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,21.0,3.3333333333333335,0.17,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,74.60333333333334
22,,,0.0,short soft grass,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,54.99,3.6666666666666665,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,2.3333333333333335,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,17.666666666666668,9.0,23.5,14.0,241.65666666666667
23,POACEAE,Poa unknown 2,,tall skinny grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
24,POACEAE,Setaria sp.,,Pigeon grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,AIZOACEAE,*Galenia pubescens,,Blanket weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,ASTERACEAE,*Arctotheca calendula,,Cape weed,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.066666666666666
28,ASTERACEAE,*Hypochoeris sp.,,Cat’s ear,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.666666666666667
29,ASTERACEAE,*Sonchus oleraceus,,Common sow thistle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
30,ASTERACEAE,*Sonchus sp.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,BRASSICEAE,*Brassica sp.,,Wild turnip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44333333333333336
32,BRASSICEAE,*Lepidium sp.,,Field cress,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,4.066666666666666
33,CARYOPHYLLACEAE,Cerastium glomerata,,Chickweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,CARYOPHYLLACEAE,Caryophyllaceae sp. 1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,CARYOPHYLLACEAE,Stellaria pungens,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,CHENOPODIACEAE,*Einadia nutans,,Climbing Saltbush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,EUPHORBIACEAE,*Euphorbia sp.,,Spurge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,FABACEAE,*Medicago sp.,,Medic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,FABACEAE,*Trifolium sp.,,Clover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667
40,FABACEAE,*Vicia faba,,Vetch,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334
41,IRIDACEAE,*Romulea rosea,,Onion grass,5.666666666666667,1.3333333333333333,1.3333333333333333,2.766666666666667,1.0,2.5,0.0,0.0,0.5,8.5,9.0,8.200000000000001,0.0,0.0,0.8333333333333334,1.0,2.0,5.066666666666666,0.5833333333333334,0.03333333333333333,0.6666666666666666,0.8333333333333334,0.0,0.0,1.3333333333333333,4.0,1.0,2.0,2.3333333333333335,2.6666666666666665,13.333333333333334,0.0,0.75,3.3333333333333335,0.3333333333333333,1.0,0.0,6.0,5.333333333333333,1.3333333333333333,0.11666666666666665,0.0,4.0,1.6666666666666667,3.6666666666666665,106.01666666666665
42,MALVACEAE,*Malva sp.,,Mallows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,OXALIDACEAE,Oxalis pes-caprae,,YELLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
44,OXALIDACEAE,Oxalis purpurea,,PURPLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,OXALIDACEAE,Oxalis sp,,WHITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,PLANTAGINACEAE,*Plantago lanceolata,,Plantain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
47,RUBIACEAE,*Galium aparine,,Cleavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
